Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"out.println(""kode event : "" + kode_event)",Chrome 121.0.0.0,,,2024-02-01 14:08:18,2024-02-01 14:08:18,0.019s,PASSED
"setText(findTestObject(""CMS/Page_Master Event/input_Nama Event_name""), nama_event)",Chrome 121.0.0.0,,,2024-02-01 14:08:18,2024-02-01 14:08:18,0.601s,PASSED
"setText(findTestObject(""CMS/Page_Master Event/input_Lokasi_location""), lokasi)",Chrome 121.0.0.0,,,2024-02-01 14:08:18,2024-02-01 14:08:19,0.611s,PASSED
year = fromYear,Chrome 121.0.0.0,dari tanggal,,2024-02-01 14:08:19,2024-02-01 14:08:19,0.001s,PASSED
month = fromMonth,Chrome 121.0.0.0,,,2024-02-01 14:08:19,2024-02-01 14:08:19,0.000s,PASSED
day = fromDay,Chrome 121.0.0.0,,,2024-02-01 14:08:19,2024-02-01 14:08:19,0.001s,PASSED
yearInt = 2040,Chrome 121.0.0.0,,,2024-02-01 14:08:19,2024-02-01 14:08:19,0.000s,PASSED
date = new java.util.Date(),Chrome 121.0.0.0,,,2024-02-01 14:08:19,2024-02-01 14:08:19,0.008s,PASSED
localDate = systemDefault()).toLocalDate(),Chrome 121.0.0.0,,,2024-02-01 14:08:19,2024-02-01 14:08:19,0.032s,PASSED
currentYear = getYear().toString(),Chrome 121.0.0.0,,,2024-02-01 14:08:19,2024-02-01 14:08:19,0.012s,PASSED
yearDiff = yearInt - localDate.getYear() / 10,Chrome 121.0.0.0,,,2024-02-01 14:08:19,2024-02-01 14:08:19,0.005s,PASSED
"click(findTestObject(""CMS/Page_Master Event/input_Dari Tanggal""))",Chrome 121.0.0.0,,,2024-02-01 14:08:19,2024-02-01 14:08:20,0.598s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Event/Page_Master Event/year-and-month-switch""))",Chrome 121.0.0.0,,,2024-02-01 14:08:20,2024-02-01 14:08:20,0.577s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Event/Page_Master Event/year-switch"", [""currentYear"":currentYear]))",Chrome 121.0.0.0,,,2024-02-01 14:08:20,2024-02-01 14:08:21,0.635s,PASSED
while (true),Chrome 121.0.0.0,,,2024-02-01 14:08:21,2024-02-01 14:08:23,2.221s,PASSED
year = toYear,Chrome 121.0.0.0,sampai tanggal,,2024-02-01 14:08:23,2024-02-01 14:08:23,0.000s,PASSED
month = toMonth,Chrome 121.0.0.0,,,2024-02-01 14:08:23,2024-02-01 14:08:23,0.000s,PASSED
day = toDay,Chrome 121.0.0.0,,,2024-02-01 14:08:23,2024-02-01 14:08:23,0.001s,PASSED
yearInt = 2050,Chrome 121.0.0.0,,,2024-02-01 14:08:23,2024-02-01 14:08:23,0.000s,PASSED
localDate = systemDefault()).toLocalDate(),Chrome 121.0.0.0,,,2024-02-01 14:08:23,2024-02-01 14:08:23,0.000s,PASSED
currentYear = getYear().toString(),Chrome 121.0.0.0,,,2024-02-01 14:08:23,2024-02-01 14:08:23,0.001s,PASSED
yearDiff = yearInt - localDate.getYear() / 10,Chrome 121.0.0.0,,,2024-02-01 14:08:23,2024-02-01 14:08:23,0.001s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Event/Page_Master Event/year-and-month-switch""))",Chrome 121.0.0.0,,,2024-02-01 14:08:23,2024-02-01 14:08:24,0.539s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Event/Page_Master Event/year-switch"", [""currentYear"":fromYear]))",Chrome 121.0.0.0,,,2024-02-01 14:08:24,2024-02-01 14:08:24,0.547s,PASSED
while (true),Chrome 121.0.0.0,,,2024-02-01 14:08:24,2024-02-01 14:08:26,2.257s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 3.6 Master Event(Add) - Popup Filled"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:08:26,2024-02-01 14:08:27,0.370s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Event/button_SUBMIT""))",Chrome 121.0.0.0,,,2024-02-01 14:08:27,2024-02-01 14:08:27,0.538s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/CMS/Page_Master Event/Page_Master Event/button_ok""), 0)",Chrome 121.0.0.0,,,2024-02-01 14:08:27,2024-02-01 14:08:29,1.233s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 3.7 Master Event(Add) - Popup Success"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:08:29,2024-02-01 14:08:29,0.530s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Event/Page_Master Event/button_ok""))",Chrome 121.0.0.0,,,2024-02-01 14:08:29,2024-02-01 14:08:29,0.354s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:08:29,2024-02-01 14:08:34,5.037s,PASSED
,,,,,,,
Test Cases/Cek Event,Chrome 121.0.0.0,,,2024-02-01 14:08:34,2024-02-01 14:09:47,1m - 12.485s,PASSED
"baseDir = System.getProperty(""user.dir"")",Chrome 121.0.0.0,Get directory project,,2024-02-01 14:08:35,2024-02-01 14:08:35,0.000s,PASSED
"click(findTestObject(""CMS/Page_Dashboard/sidebar-dashboard""))",Chrome 121.0.0.0,,,2024-02-01 14:08:35,2024-02-01 14:08:35,0.376s,PASSED
"click(findTestObject(""CMS/Page_Dashboard/click-Event - Dealer""))",Chrome 121.0.0.0,,,2024-02-01 14:08:35,2024-02-01 14:08:37,1.470s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 4.1 Event - Dealer"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:08:37,2024-02-01 14:08:37,0.379s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), nama_event)",Chrome 121.0.0.0,,,2024-02-01 14:08:37,2024-02-01 14:08:38,0.595s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/CMS/event_kanwil/edit_button""), 0, OPTIONAL)",Chrome 121.0.0.0,,,2024-02-01 14:08:38,2024-02-01 14:09:10,32.597s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 4.2 Event - Dealer - Search"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:09:10,2024-02-01 14:09:11,0.627s,PASSED
"click(findTestObject(""CMS/Page_Dashboard/sidebar-dashboard""))",Chrome 121.0.0.0,,,2024-02-01 14:09:11,2024-02-01 14:09:12,0.588s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Dashboard/click-Event - Kanwil - KCU""))",Chrome 121.0.0.0,,,2024-02-01 14:09:12,2024-02-01 14:09:13,1.692s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/CMS/event_kanwil/edit_button""), 0, OPTIONAL)",Chrome 121.0.0.0,,,2024-02-01 14:09:13,2024-02-01 14:09:44,31.303s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 4.3 Event - Kanwil"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:09:44,2024-02-01 14:09:45,0.592s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), nama_event)",Chrome 121.0.0.0,,,2024-02-01 14:09:45,2024-02-01 14:09:46,1.340s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 4.4 Event - Kanwil - Search"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:09:46,2024-02-01 14:09:47,0.527s,PASSED
,,,,,,,
Test Cases/3. Search and Sorting - Master Event,Chrome 121.0.0.0,,,2024-02-01 14:09:47,2024-02-01 14:11:35,1m - 48.197s,PASSED
"baseDir = System.getProperty(""user.dir"")",Chrome 121.0.0.0,Get directory project,,2024-02-01 14:09:48,2024-02-01 14:09:48,0.000s,PASSED
"click(findTestObject(""CMS/Page_Dashboard/sidebar-dashboard""))",Chrome 121.0.0.0,,,2024-02-01 14:09:48,2024-02-01 14:09:49,1.014s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.1 Dashboard - Sidebar"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:09:49,2024-02-01 14:09:49,0.784s,PASSED
"click(findTestObject(""CMS/Page_Dashboard/Master Event""))",Chrome 121.0.0.0,,,2024-02-01 14:09:49,2024-02-01 14:09:51,1.730s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.2 Master Event - Search"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:09:51,2024-02-01 14:09:52,0.409s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), kode_event)",Chrome 121.0.0.0,valid - kode event,,2024-02-01 14:09:52,2024-02-01 14:09:52,0.579s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:09:52,2024-02-01 14:09:57,5.010s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.3 Master Event - Search - Valid kode event"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:09:57,2024-02-01 14:09:58,0.393s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), non_valid_kodeEvent)",Chrome 121.0.0.0,non valid - kode event,,2024-02-01 14:09:58,2024-02-01 14:09:58,0.567s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:09:58,2024-02-01 14:10:03,5.016s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.4 Master Event - Search - Non Valid kode event"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:03,2024-02-01 14:10:03,0.395s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), nama_event)",Chrome 121.0.0.0,Valid Nama Event,,2024-02-01 14:10:03,2024-02-01 14:10:04,0.605s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:04,2024-02-01 14:10:09,5.012s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.5 Master Event - Search - Valid nama event"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:09,2024-02-01 14:10:09,0.361s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), ""testing1"")",Chrome 121.0.0.0,non valid - kode event,,2024-02-01 14:10:09,2024-02-01 14:10:10,0.593s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:10,2024-02-01 14:10:15,5.014s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.6 Master Event - Search - Non Valid nama event"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:15,2024-02-01 14:10:16,0.557s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), lokasi)",Chrome 121.0.0.0,Valid Lokasi,,2024-02-01 14:10:16,2024-02-01 14:10:17,1.454s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:17,2024-02-01 14:10:22,5.014s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.7 Master Event - Search - Valid lokasi"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:22,2024-02-01 14:10:22,0.390s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), ""Jonggol"")",Chrome 121.0.0.0,non valid - lokasi,,2024-02-01 14:10:22,2024-02-01 14:10:23,0.562s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:23,2024-02-01 14:10:28,5.016s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.8 Master Event - Search - Non Valid lokasi"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:28,2024-02-01 14:10:28,0.371s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), dari_tanggal)",Chrome 121.0.0.0,Dari Tanggal,,2024-02-01 14:10:28,2024-02-01 14:10:29,0.573s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:29,2024-02-01 14:10:34,5.011s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.9 Master Event - Search - Dari Tanggal"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:34,2024-02-01 14:10:34,0.373s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), sampai_tanggal)",Chrome 121.0.0.0,Sampai Tanggal,,2024-02-01 14:10:34,2024-02-01 14:10:35,0.588s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:35,2024-02-01 14:10:40,5.017s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.10 Master Event - Search - Sampai Tanggal"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:40,2024-02-01 14:10:40,0.455s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), ""Active"")",Chrome 121.0.0.0,Status,,2024-02-01 14:10:40,2024-02-01 14:10:42,1.217s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:42,2024-02-01 14:10:47,5.001s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.10 Master Event - Search - Status (active)"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:47,2024-02-01 14:10:47,0.360s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), ""Inactive"")",Chrome 121.0.0.0,,,2024-02-01 14:10:47,2024-02-01 14:10:48,0.583s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:48,2024-02-01 14:10:53,5.018s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.10 Master Event - Search - Status (inactive)"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:53,2024-02-01 14:10:53,0.363s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), """")",Chrome 121.0.0.0,Sorting,,2024-02-01 14:10:53,2024-02-01 14:10:54,0.556s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:54,2024-02-01 14:10:59,5.016s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.11 Master Event - Before Sorting"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:10:59,2024-02-01 14:10:59,0.372s,PASSED
"click(findTestObject(""CMS/Page_Master Sorting/sorting_Nama Event""))",Chrome 121.0.0.0,Sorting - Kode Event,,2024-02-01 14:10:59,2024-02-01 14:10:59,0.549s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:10:59,2024-02-01 14:11:05,5.009s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.12 Master Event - Sorting - Kode Event"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:11:05,2024-02-01 14:11:05,0.385s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Sorting/sorting_Nama Event""))",Chrome 121.0.0.0,Sorting - Nama Event,,2024-02-01 14:11:05,2024-02-01 14:11:05,0.560s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:11:05,2024-02-01 14:11:10,5.006s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.13 Master Event - Sorting - Nama Event"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:11:10,2024-02-01 14:11:11,0.364s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Sorting/sorting_Lokasi""))",Chrome 121.0.0.0,Sorting - Lokasi,,2024-02-01 14:11:11,2024-02-01 14:11:11,0.530s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:11:11,2024-02-01 14:11:16,5.012s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.14 Master Event - Sorting - Lokasi"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:11:16,2024-02-01 14:11:17,0.357s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Sorting/sorting_Dari Tanggal""))",Chrome 121.0.0.0,Sorting - Dari Tanggal,,2024-02-01 14:11:17,2024-02-01 14:11:17,0.550s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:11:17,2024-02-01 14:11:22,5.008s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.15 Master Event - Sorting - Dari Tanggal"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:11:22,2024-02-01 14:11:23,0.386s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Sorting/sorting_Sampai Tanggal""))",Chrome 121.0.0.0,Sorting - Sampai Tanggal,,2024-02-01 14:11:23,2024-02-01 14:11:23,0.530s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:11:23,2024-02-01 14:11:28,5.014s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.15 Master Event - Sorting - Sampai Tanggal"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:11:28,2024-02-01 14:11:29,0.714s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Sorting/sorting_Status""))",Chrome 121.0.0.0,Sorting - Status,,2024-02-01 14:11:29,2024-02-01 14:11:30,0.803s,PASSED
delay(5),Chrome 121.0.0.0,,,2024-02-01 14:11:30,2024-02-01 14:11:35,5.004s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 5.15 Master Event - Sorting - Status"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:11:35,2024-02-01 14:11:35,0.505s,PASSED
,,,,,,,
Test Cases/4. Master Event - Edit,Chrome 121.0.0.0,,,2024-02-01 14:11:35,2024-02-01 14:12:14,38.784s,FAILED
"baseDir = System.getProperty(""user.dir"")",Chrome 121.0.0.0,Get directory project,,2024-02-01 14:11:36,2024-02-01 14:11:36,0.000s,PASSED
"setText(findTestObject(""CMS/Page_Dashboard/search bar""), kode_event)",Chrome 121.0.0.0,,,2024-02-01 14:11:36,2024-02-01 14:11:36,0.578s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 6.1 Master Event(Edit)"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:11:36,2024-02-01 14:11:37,0.383s,PASSED
"click(findTestObject(""CMS/Page_Master Event/Page_Master Event/button-edit""))",Chrome 121.0.0.0,,,2024-02-01 14:11:37,2024-02-01 14:11:37,0.523s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 6.2 Master Event(Edit) - Popup"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:11:37,2024-02-01 14:11:38,0.827s,PASSED
"setText(findTestObject(""CMS/Page_Master Event/input_Nama Event_name""), nama_event)",Chrome 121.0.0.0,,,2024-02-01 14:11:38,2024-02-01 14:11:40,1.465s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Event/button_SUBMIT""))",Chrome 121.0.0.0,,,2024-02-01 14:11:40,2024-02-01 14:11:41,1.134s,PASSED
"takeScreenshot(baseDir + sspathP17 + ""\"" + matriks + ""\"" + ""Skenario 6.3 Master Event(Edit) - Popup - Unsuccess"" + "".png"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-01 14:11:41,2024-02-01 14:11:42,1.184s,PASSED
"click(findTestObject(""Object Repository/CMS/Page_Master Event/Page_Master Event/button_CANCEL""))",Chrome 121.0.0.0,,,2024-02-01 14:11:42,2024-02-01 14:12:14,32.092s,FAILED
,,,,,,,
Test Cases/Cek Event,Chrome 121.0.0.0,,,2024-02-01 14:12:14,2024-02-01 14:12:47,33.177s,FAILED
"baseDir = System.getProperty(""user.dir"")",Chrome 121.0.0.0,Get directory project,,2024-02-01 14:12:14,2024-02-01 14:12:14,0.000s,PASSED
"click(findTestObject(""CMS/Page_Dashboard/sidebar-dashboard""))",Chrome 121.0.0.0,,,2024-02-01 14:12:14,2024-02-01 14:12:14,0.390s,PASSED
"click(findTestObject(""CMS/Page_Dashboard/click-Event - Dealer""))",Chrome 121.0.0.0,,,2024-02-01 14:12:14,2024-02-01 14:12:47,32.775s,FAILED
